ZIP,lat,lon,Place,State,St,County,Sub_order,Acc
23890,37.025,-77.1055,Waverly,Virginia,VA,Sussex,183,4
23891,37.0508,-77.2124,Waverly,Virginia,VA,Sussex,183,4
23897,36.8373,-77.287,Yale,Virginia,VA,Sussex,183,4
24377,36.9763,-81.628,Tannersville,Virginia,VA,Tazewell,185,4
24601,37.1909,-81.6387,Amonate,Virginia,VA,Tazewell,185,4
24602,37.1661,-81.6508,Bandy,Virginia,VA,Tazewell,185,4
24604,37.2033,-81.5575,Bishop,Virginia,VA,Tazewell,185,4
24605,37.2526,-81.2712,Bluefield,Virginia,VA,Tazewell,185,4
24606,37.2818,-81.3804,Boissevain,Virginia,VA,Tazewell,185,4
24608,37.0982,-81.3409,Burkes Garden,Virginia,VA,Tazewell,185,4
24609,37.0876,-81.759,Cedar Bluff,Virginia,VA,Tazewell,185,4
24612,37.0926,-81.8335,Doran,Virginia,VA,Tazewell,185,4
24613,37.271,-81.3182,Falls Mills,Virginia,VA,Tazewell,185,4
24619,37.1355,-81.5634,Horsepen,Virginia,VA,Tazewell,185,4
24622,37.2094,-81.7956,Jewell Ridge,Virginia,VA,Tazewell,185,4
24630,37.1756,-81.5399,North Tazewell,Virginia,VA,Tazewell,185,4
24635,37.3054,-81.3425,Pocahontas,Virginia,VA,Tazewell,185,4
24637,37.0596,-81.7301,Pounding Mill,Virginia,VA,Tazewell,185,4
24640,37.1134,-81.871,Red Ash,Virginia,VA,Tazewell,185,4
24641,37.0941,-81.8123,Richlands,Virginia,VA,Tazewell,185,4
24651,37.1078,-81.51,Tazewell,Virginia,VA,Tazewell,185,4
22610,38.8187,-78.2757,Bentonville,Virginia,VA,Warren,187,4
22630,38.9268,-78.1796,Front Royal,Virginia,VA,Warren,187,4
22642,38.8812,-78.0478,Linden,Virginia,VA,Warren,187,4
22649,39.0048,-78.2478,Middletown,Virginia,VA,Warren,187,4
24210,36.6916,-82.02,Abingdon,Virginia,VA,Washington,191,4
24211,36.6673,-81.9648,Abingdon,Virginia,VA,Washington,191,4
24212,36.6909,-81.9708,Abingdon,Virginia,VA,Washington,191,4
24236,36.6403,-81.7776,Damascus,Virginia,VA,Washington,191,4
24270,36.7223,-82.2649,Mendota,Virginia,VA,Washington,191,4
24327,36.78,-81.8171,Emory,Virginia,VA,Washington,191,4
24340,36.7779,-81.7676,Glade Spring,Virginia,VA,Washington,191,4
24361,36.7612,-81.8512,Meadowview,Virginia,VA,Washington,191,4
22442,38.1437,-76.6355,Coles Point,Virginia,VA,Westmoreland,193,4
22443,38.1792,-76.9959,Colonial Beach,Virginia,VA,Westmoreland,193,4
22469,38.0573,-76.6616,Hague,Virginia,VA,Westmoreland,193,4
22488,38.0505,-76.5855,Kinsale,Virginia,VA,Westmoreland,193,4
22520,38.1105,-76.7828,Montross,Virginia,VA,Westmoreland,193,4
22524,38.1182,-76.6805,Mount Holly,Virginia,VA,Westmoreland,193,4
22529,38.0181,-76.6861,Oldhams,Virginia,VA,Westmoreland,193,4
22558,38.1484,-76.8413,Stratford,Virginia,VA,Westmoreland,193,4
22577,38.0673,-76.5503,Sandy Point,Virginia,VA,Westmoreland,193,4
22581,38.1218,-76.7903,Zacata,Virginia,VA,Westmoreland,193,4
24215,36.9234,-82.7964,Andover,Virginia,VA,Wise,195,4
24216,36.9438,-82.7976,Appalachia,Virginia,VA,Wise,195,4
24219,36.8581,-82.7627,Big Stone Gap,Virginia,VA,Wise,195,4
24230,36.9605,-82.4735,Coeburn,Virginia,VA,Wise,195,4
24246,36.8668,-82.7424,East Stone Gap,Virginia,VA,Wise,195,4
24279,37.0927,-82.6016,Pound,Virginia,VA,Wise,195,4
24283,36.9323,-82.3418,Saint Paul,Virginia,VA,Wise,195,4
24293,36.975,-82.5947,Wise,Virginia,VA,Wise,195,4
24312,36.8195,-80.8583,Austinville,Virginia,VA,Wythe,197,4
24313,36.9078,-80.809,Barren Springs,Virginia,VA,Wythe,197,4
24322,36.8086,-81.1039,Cripple Creek,Virginia,VA,Wythe,197,4
24323,36.8768,-81.2089,Crockett,Virginia,VA,Wythe,197,4
24350,36.8272,-80.9779,Ivanhoe,Virginia,VA,Wythe,197,4
24360,36.9056,-80.9244,Max Meadows,Virginia,VA,Wythe,197,4
24368,36.8836,-81.2879,Rural Retreat,Virginia,VA,Wythe,197,4
24374,36.7998,-81.1834,Speedwell,Virginia,VA,Wythe,197,4
24382,36.9407,-81.0941,Wytheville,Virginia,VA,Wythe,197,4
23090,37.3407,-76.7544,Lightfoot,Virginia,VA,York,199,4
23690,37.2287,-76.5423,Yorktown,Virginia,VA,York,199,4
23691,37.2517,-76.552,Yorktown,Virginia,VA,York,199,4
23692,37.1686,-76.4581,Yorktown,Virginia,VA,York,199,4
23693,37.1256,-76.4469,Yorktown,Virginia,VA,York,199,4
23694,37.2232,-76.559,Lackey,Virginia,VA,York,199,4
23696,37.1885,-76.429,Seaford,Virginia,VA,York,199,4
22301,38.82,-77.0589,Alexandria,Virginia,VA,City of Alexandria,510,4
22302,38.8276,-77.0896,Alexandria,Virginia,VA,City of Alexandria,510,4
22304,38.8149,-77.121,Alexandria,Virginia,VA,City of Alexandria,510,4
22305,38.8372,-77.064,Alexandria,Virginia,VA,City of Alexandria,510,4
22311,38.832,-77.12,Alexandria,Virginia,VA,City of Alexandria,510,4
22313,38.8158,-77.0901,Alexandria,Virginia,VA,City of Alexandria,510,4
22314,38.806,-77.0529,Alexandria,Virginia,VA,City of Alexandria,510,4
22320,38.8044,-77.0467,Alexandria,Virginia,VA,City of Alexandria,510,4
22331,38.8013,-77.0707,Alexandria,Virginia,VA,City of Alexandria,510,4
22332,38.8031,-77.0727,Alexandria,Virginia,VA,City of Alexandria,510,4
22333,38.8158,-77.0901,Alexandria,Virginia,VA,City of Alexandria,510,4
22334,38.8158,-77.0901,Alexandria,Virginia,VA,City of Alexandria,510,4
22350,38.8045,-77.0509,Alexandria,Virginia,VA,City of Alexandria,510,4
24523,37.3153,-79.5331,Bedford,Virginia,VA,Bedford (city),515,4
24201,36.6181,-82.1823,Bristol,Virginia,VA,Bristol (city),520,4
24202,36.6609,-82.2126,Bristol,Virginia,VA,Bristol (city),520,4
24203,36.5965,-82.1885,Bristol,Virginia,VA,Bristol (city),520,4
24205,36.595,-82.1819,Bristol,Virginia,VA,Bristol (city),520,
24209,36.5965,-82.1885,Bristol,Virginia,VA,Bristol (city),520,4
24416,37.7396,-79.3523,Buena Vista,Virginia,VA,Buena Vista (city),530,4
22902,38.0266,-78.4805,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22903,38.0339,-78.4924,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22904,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22905,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22906,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22907,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22908,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
22910,38.0401,-78.4851,Charlottesville,Virginia,VA,Charlottesville (city),540,4
23320,36.7352,-76.2384,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23321,36.8012,-76.423,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23322,36.6434,-76.242,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23323,36.7634,-76.3397,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23324,36.8056,-76.2666,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23325,36.814,-76.2406,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23326,36.777,-76.2394,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23327,36.7085,-76.2785,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23328,36.7085,-76.2785,Chesapeake,Virginia,VA,Chesapeake (city),550,4
23834,37.27,-77.4038,Colonial Heights,Virginia,VA,Colonial Heights (city,570,4
24426,37.7802,-79.987,Covington,Virginia,VA,Covington (city),580,4
24540,36.6218,-79.4124,Danville,Virginia,VA,Danville (city),590,4
24541,36.5779,-79.4411,Danville,Virginia,VA,Danville (city),590,4
24543,36.5927,-79.411,Danville,Virginia,VA,Danville (city),590,4
23847,36.6857,-77.563,Emporia,Virginia,VA,Emporia (city),595,4
22030,38.8458,-77.3242,Fairfax,Virginia,VA,Fairfax (city),600,4
22031,38.8604,-77.2649,Fairfax,Virginia,VA,Fairfax (city),600,4
22038,38.8528,-77.302,Fairfax,Virginia,VA,Fairfax (city),600,4
22040,38.8842,-77.1718,Falls Church,Virginia,VA,Falls Church (city),610,4
22046,38.8856,-77.1802,Falls Church,Virginia,VA,Falls Church (city),610,4
23851,36.6786,-76.9391,Franklin,Virginia,VA,Franklin (city),620,4
22401,38.2995,-77.4772,Fredericksburg,Virginia,VA,Fredericksburg (city),630,4
22402,38.2996,-77.4897,Fredericksburg,Virginia,VA,Fredericksburg (city),630,4
22404,38.3032,-77.4605,Fredericksburg,Virginia,VA,Fredericksburg (city),630,4
24333,36.6565,-80.9117,Galax,Virginia,VA,Galax (city),640,4
23630,37.0727,-76.3899,Hampton,Virginia,VA,Hampton (city),650,4
23651,37.018,-76.3044,Fort Monroe,Virginia,VA,Hampton (city),650,1
23661,37.0074,-76.3801,Hampton,Virginia,VA,Hampton (city),650,4
23663,37.0318,-76.3199,Hampton,Virginia,VA,Hampton (city),650,4
23664,37.0566,-76.2966,Hampton,Virginia,VA,Hampton (city),650,4
23665,37.0831,-76.36,Hampton,Virginia,VA,Hampton (city),650,4
23666,37.0462,-76.4096,Hampton,Virginia,VA,Hampton (city),650,4
23667,37.0193,-76.3318,Hampton,Virginia,VA,Hampton (city),650,4
23668,37.0206,-76.3377,Hampton,Virginia,VA,Hampton (city),650,4
23669,37.0436,-76.3426,Hampton,Virginia,VA,Hampton (city),650,4
23670,37.0727,-76.3899,Hampton,Virginia,VA,Hampton (city),650,4
23681,37.0727,-76.3899,Hampton,Virginia,VA,Hampton (city),650,4
22801,38.4489,-78.8714,Harrisonburg,Virginia,VA,City of Harrisonburg,660,4
22803,38.4496,-78.8689,Harrisonburg,Virginia,VA,City of Harrisonburg,660,4
22807,38.4409,-78.8742,Harrisonburg,Virginia,VA,City of Harrisonburg,660,4
23860,37.2876,-77.295,Hopewell,Virginia,VA,Hopewell (city),670,4
24450,37.7885,-79.4581,Lexington,Virginia,VA,Lexington (city),678,4
24501,37.353,-79.1557,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24502,37.3825,-79.2181,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24503,37.4376,-79.205,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24504,37.361,-79.0544,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24505,37.4138,-79.1422,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24506,37.3817,-79.161,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24514,37.4009,-79.1785,Lynchburg,Virginia,VA,Lynchburg (city),680,4
24515,37.4009,-79.1785,Lynchburg,Virginia,VA,Lynchburg (city),680,4
20108,38.7447,-77.4872,Manassas,Virginia,VA,Manassas (city),683,4
20109,38.793,-77.5266,Manassas,Virginia,VA,Manassas (city),683,4
20110,38.7492,-77.4878,Manassas,Virginia,VA,Manassas (city),683,4
20111,38.7707,-77.4494,Manassas,Virginia,VA,Manassas Park (city),685,4
20112,38.6665,-77.4248,Manassas,Virginia,VA,Manassas Park (city),685,4
20113,38.7709,-77.4494,Manassas,Virginia,VA,Manassas Park (city),685,4
24112,36.6871,-79.8691,Martinsville,Virginia,VA,Martinsville (city),690,4
24113,36.6796,-79.8652,Martinsville,Virginia,VA,Martinsville (city),690,4
24114,36.6796,-79.8652,Martinsville,Virginia,VA,Martinsville (city),690,4
24115,36.6796,-79.8652,Martinsville,Virginia,VA,Martinsville (city),690,4
23601,37.058,-76.4607,Newport News,Virginia,VA,Newport News (city),700,4
23602,37.1132,-76.5179,Newport News,Virginia,VA,Newport News (city),700,4
23603,37.1989,-76.5821,Newport News,Virginia,VA,Newport News (city),700,4
23604,37.1574,-76.5845,Fort Eustis,Virginia,VA,Newport News (city),700,1
23605,37.0156,-76.4332,Newport News,Virginia,VA,Newport News (city),700,4
23606,37.0768,-76.4967,Newport News,Virginia,VA,Newport News (city),700,4
23607,36.9864,-76.4165,Newport News,Virginia,VA,Newport News (city),700,4
23608,37.1526,-76.542,Newport News,Virginia,VA,Newport News (city),700,4
23609,37.1959,-76.5248,Newport News,Virginia,VA,Newport News (city),700,4
23612,37.1959,-76.5248,Newport News,Virginia,VA,Newport News (city),700,4
23628,37.1959,-76.5248,Newport News,Virginia,VA,Newport News (city),700,4
23501,36.8959,-76.2085,Norfolk,Virginia,VA,Norfolk (city),710,4
23502,36.8546,-76.2143,Norfolk,Virginia,VA,Norfolk (city),710,4
23503,36.9442,-76.252,Norfolk,Virginia,VA,Norfolk (city),710,4
23504,36.8586,-76.2686,Norfolk,Virginia,VA,Norfolk (city),710,4
23505,36.9168,-76.2875,Norfolk,Virginia,VA,Norfolk (city),710,4
23506,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
23507,36.8645,-76.3004,Norfolk,Virginia,VA,Norfolk (city),710,4
23508,36.8859,-76.3004,Norfolk,Virginia,VA,Norfolk (city),710,4
23509,36.8787,-76.2604,Norfolk,Virginia,VA,Norfolk (city),710,4
23510,36.8529,-76.2878,Norfolk,Virginia,VA,Norfolk (city),710,4
23511,36.9356,-76.3034,Norfolk,Virginia,VA,Norfolk (city),710,4
23513,36.8914,-76.2396,Norfolk,Virginia,VA,Norfolk (city),710,4
23514,36.8468,-76.2852,Norfolk,Virginia,VA,Norfolk (city),710,4
23515,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
23517,36.8695,-76.2945,Norfolk,Virginia,VA,Norfolk (city),710,4
23518,36.9202,-76.216,Norfolk,Virginia,VA,Norfolk (city),710,4
23519,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
23523,36.8294,-76.2701,Norfolk,Virginia,VA,Norfolk (city),710,4
23529,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
23541,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
23551,36.9312,-76.2397,Norfolk,Virginia,VA,Norfolk (city),710,4
24273,36.9378,-82.6249,Norton,Virginia,VA,Norton (city),720,4
23803,37.2123,-77.4814,Petersburg,Virginia,VA,Petersburg (city),730,4
23804,37.2048,-77.3928,Petersburg,Virginia,VA,Petersburg (city),730,4
23805,37.1819,-77.3854,Petersburg,Virginia,VA,Petersburg (city),730,4
23806,37.2327,-77.385,Virginia State University,Virginia,VA,Petersburg (city),730,1
23662,37.1313,-76.3807,Poquoson,Virginia,VA,Poquoson (city),735,4
23701,36.8089,-76.3671,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23702,36.8035,-76.327,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23703,36.8695,-76.3869,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23704,36.8298,-76.3146,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23705,36.8686,-76.3552,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23707,36.8362,-76.344,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23708,36.8354,-76.2983,Portsmouth,Virginia,VA,Portsmouth (city),740,4
23709,36.8686,-76.3552,Portsmouth,Virginia,VA,Portsmouth (city),740,4
24141,37.1197,-80.5565,Radford,Virginia,VA,Radford (city),750,4
24142,37.1387,-80.548,Radford,Virginia,VA,Radford (city),750,4
24143,37.1226,-80.5629,Radford,Virginia,VA,Radford (city),750,4
23173,37.5538,-77.4603,Richmond,Virginia,VA,City of Richmond,760,4
23218,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23219,37.5463,-77.4378,Richmond,Virginia,VA,City of Richmond,760,4
23220,37.5498,-77.4588,Richmond,Virginia,VA,City of Richmond,760,4
23221,37.5583,-77.4845,Richmond,Virginia,VA,City of Richmond,760,4
23222,37.5748,-77.4267,Richmond,Virginia,VA,City of Richmond,760,4
23223,37.5477,-77.3948,Richmond,Virginia,VA,City of Richmond,760,4
23224,37.4955,-77.471,Richmond,Virginia,VA,City of Richmond,760,4
23225,37.5158,-77.5047,Richmond,Virginia,VA,City of Richmond,760,4
23232,37.5202,-77.4084,Richmond,Virginia,VA,City of Richmond,760,4
23241,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23249,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23260,37.5538,-77.4603,Richmond,Virginia,VA,City of Richmond,760,4
23261,37.5538,-77.4603,Richmond,Virginia,VA,City of Richmond,760,4
23269,37.5538,-77.4603,Richmond,Virginia,VA,City of Richmond,760,4
23273,37.5302,-77.4753,Henrico,Virginia,VA,City of Richmond,760,4
23274,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23276,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23278,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23279,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23282,37.5538,-77.4603,Richmond,Virginia,VA,City of Richmond,760,4
23284,37.5494,-77.4512,Richmond,Virginia,VA,City of Richmond,760,4
23285,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23286,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23290,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23291,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23292,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23293,37.5242,-77.4932,Richmond,Virginia,VA,City of Richmond,760,4
23295,37.5532,-77.4621,Richmond,Virginia,VA,City of Richmond,760,4
23298,37.5406,-77.4316,Richmond,Virginia,VA,City of Richmond,760,4
24001,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24002,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24003,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24004,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24005,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24006,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24007,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24008,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24009,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24010,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24011,37.269,-79.942,Roanoke,Virginia,VA,Roanoke (city),770,4
24012,37.3029,-79.9322,Roanoke,Virginia,VA,Roanoke (city),770,4
24013,37.2677,-79.9247,Roanoke,Virginia,VA,Roanoke (city),770,4
24014,37.2327,-79.9463,Roanoke,Virginia,VA,Roanoke (city),770,4
24015,37.2584,-79.9807,Roanoke,Virginia,VA,Roanoke (city),770,4
24016,37.2704,-79.9535,Roanoke,Virginia,VA,Roanoke (city),770,4
24017,37.2937,-79.9902,Roanoke,Virginia,VA,Roanoke (city),770,4
24022,37.2784,-79.9332,Roanoke,Virginia,VA,Roanoke (city),770,4
24024,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24025,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24026,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24027,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24028,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24029,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24030,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24031,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24032,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24033,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24034,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24035,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24036,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24037,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24038,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24040,37.2742,-79.9579,Roanoke,Virginia,VA,Roanoke (city),770,4
24042,37.2717,-79.9392,Roanoke,Virginia,VA,Roanoke (city),770,4
24043,37.2692,-79.9399,Roanoke,Virginia,VA,Roanoke (city),770,4
24153,37.2853,-80.0692,Salem,Virginia,VA,Salem (city),775,4
24155,37.2884,-80.0671,Salem,Virginia,VA,Salem (city),775,4
24157,37.2884,-80.0671,Salem,Virginia,VA,Salem (city),775,4
24401,38.1574,-79.0651,Staunton,Virginia,VA,Staunton (city),790,4
24402,38.1593,-79.0629,Staunton,Virginia,VA,Staunton (city),790,4
23432,36.8668,-76.5598,Suffolk,Virginia,VA,City of Suffolk,800,4
23433,36.909,-76.4929,Suffolk,Virginia,VA,City of Suffolk,800,4
23434,36.7304,-76.5931,Suffolk,Virginia,VA,City of Suffolk,800,4
23435,36.8544,-76.4664,Suffolk,Virginia,VA,City of Suffolk,800,4
23436,36.8926,-76.5142,Suffolk,Virginia,VA,City of Suffolk,800,4
23437,36.6526,-76.792,Suffolk,Virginia,VA,City of Suffolk,800,4
23438,36.5913,-76.6871,Suffolk,Virginia,VA,City of Suffolk,800,4
23439,36.7461,-76.6653,Suffolk,Virginia,VA,City of Suffolk,800,4
23453,36.776,-76.0766,Virginia Beach,Virginia,VA,City of Suffolk,800,4
23450,36.844,-76.1204,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23451,36.8585,-76.0019,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23452,36.8348,-76.0961,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23454,36.8282,-76.0237,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23455,36.8881,-76.1446,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23456,36.7341,-76.0359,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23457,36.6224,-76.0249,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23458,36.8529,-75.978,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23459,36.9216,-76.0171,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23460,36.808,-76.0284,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23461,36.7754,-75.9633,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23462,36.8392,-76.1522,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23463,36.7957,-76.0126,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23464,36.7978,-76.1759,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23465,36.8512,-76.1692,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23466,36.7957,-76.0126,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23467,36.7957,-76.0126,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23471,36.7957,-76.0126,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
23479,36.7957,-76.0126,Virginia Beach,Virginia,VA,Virginia Beach (city),810,4
22980,38.0774,-78.9035,Waynesboro,Virginia,VA,Waynesboro (city),820,4
23186,37.3105,-76.7468,Williamsburg,Virginia,VA,Williamsburg (city),830,4
23187,37.3105,-76.7468,Williamsburg,Virginia,VA,Williamsburg (city),830,4
22601,39.1858,-78.1827,Winchester,Virginia,VA,Winchester (city),840,4
22604,39.1676,-78.1686,Winchester,Virginia,VA,Winchester (city),840,4
